ProblemType:	MC-CARP
NumberNodes:	415
NumberEdges:	565
DepotNodeNumber:	206
NumberOfFractions:	7
NumberOfIntervalsForFraction	General	1	14
NumberOfIntervalsForFraction	Glass	1	14
NumberOfIntervalsForFraction	Metal	1	14
NumberOfIntervalsForFraction	Plastic	1	14
NumberOfIntervalsForFraction	Organic	1	14
NumberOfIntervalsForFraction	Paper	1	14
NumberOfIntervalsForFraction	Cardboard	1	14
GRAPH
EdgeNumber	EdgeId	StartNodeNumber	EndNodeNumber	Cost	Demand_0	Bins_0
	Demand_1	Bins_1
	Demand_2	Bins_2
	Demand_3	Bins_3
	Demand_4	Bins_4
	Demand_5	Bins_5
	Demand_6	Bins_6
START
0	0	0	1	118	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	5	2	3	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	6	3	4	97	15476	28	0	0	0	0	0	0	0	0	0	0	0	0
3	7	5	6	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	11	7	8	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	12	9	10	204	2040	2	0	0	340	2	680	3	0	0	2040	4	5100	5
6	13	9	11	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	14	11	8	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8	25	12	13	55	16940	20	0	0	1020	5	1275	5	0	0	3570	7	3570	7
9	26	14	12	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10	27	15	16	174	8160	4	1246	1	170	1	765	3	0	0	2550	5	4080	4
11	28	17	15	99	40020	24	0	0	340	1	340	1	0	0	2040	4	5100	5
12	29	15	18	35	3104	1	1246	1	0	0	0	0	0	0	1020	2	3060	3
13	30	19	20	119	4420	5	0	0	646	5	1190	5	0	0	2754	6	2550	5
14	31	21	19	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15	32	19	22	141	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16	33	6	23	39	11724	29	0	0	0	0	0	0	0	0	0	0	0	0
17	36	23	11	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0
18	38	24	25	215	9350	16	0	0	599	8	599	8	1224	12	1377	15	1700	5
19	39	25	26	484	13278	47	0	0	908	17	1027	21	2632	40	2052	43	1360	4
20	41	27	28	3	0	0	1700	1	0	0	0	0	0	0	0	0	0	0
21	42	28	29	162	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22	49	30	31	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23	50	31	32	17	10200	5	0	0	0	0	0	0	0	0	0	0	0	0
24	54	33	34	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25	59	35	36	107	7308	9	0	0	340	2	272	2	0	0	1020	2	850	2
26	60	34	37	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27	62	37	38	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28	63	39	40	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0
29	68	38	41	84	16184	16	0	0	272	2	357	2	0	0	1122	4	510	1
30	71	42	43	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0
31	72	43	39	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
32	73	41	42	22	8500	5	0	0	170	1	425	2	0	0	1020	2	1020	2
33	75	40	44	213	8302	12	0	0	612	4	544	4	0	0	2040	4	2040	4
34	76	36	33	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0
35	94	45	46	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0
36	95	47	48	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
37	121	49	50	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0
38	123	51	52	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0
39	124	53	52	107	24384	10	0	0	714	4	1020	7	0	0	816	4	3740	4
40	125	54	55	111	1428	4	0	0	59	2	59	2	306	3	153	3	0	0
41	126	55	56	91	4386	3	0	0	131	2	199	2	102	1	561	2	510	1
42	127	57	55	128	3536	12	0	0	0	0	0	0	102	1	51	1	0	0
43	128	55	58	74	1836	5	0	0	0	0	29	1	408	4	204	4	0	0
44	129	58	59	85	714	2	0	0	59	2	59	2	204	2	102	2	0	0
45	130	60	61	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0
46	131	62	60	72	0	0	0	0	1020	4	765	3	0	0	4202	9	3570	7
47	132	63	64	182	3910	13	0	0	446	5	391	6	1326	13	2193	16	1020	2
48	133	63	65	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0
49	134	66	67	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50	135	68	69	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0
