ProblemType:	MC-CARP
NumberNodes:	1132
NumberEdges:	1221
DepotNodeNumber:	86
NumberOfFractions:	2
NumberOfIntervalsForFraction	General_Glass_Metal_Plastic_Organic	1	14
NumberOfIntervalsForFraction	Paper	1	14
GRAPH
EdgeNumber	EdgeId	StartNodeNumber	EndNodeNumber	Cost	Demand_0	Bins_0
	Demand_1	Bins_1
START
0	22	0	1	1567	502	2	51	1
1	85	2	3	631	0	0	0	0
2	155	4	5	185	162	1	51	1
3	195	6	7	28	162	1	0	0
4	196	8	9	81	646	4	40	1
5	197	9	10	44	323	2	0	0
6	198	10	11	15	0	0	0	0
7	199	12	13	102	1054	6	110	3
8	200	13	2	48	162	1	40	1
9	254	14	15	94	0	0	0	0
10	262	16	17	194	204	1	40	1
11	279	18	19	105	986	5	102	1
12	280	18	20	11	0	0	0	0
13	281	21	22	34	527	3	0	0
14	282	23	24	39	162	1	40	1
15	285	25	26	280	162	1	0	0
16	286	27	20	86	647	3	51	1
17	287	20	26	161	808	5	0	0
18	288	28	29	132	986	5	182	4
19	289	23	21	89	969	6	0	0
20	290	21	30	58	527	3	51	1
21	333	31	32	145	255	2	51	1
22	334	33	34	426	162	1	0	0
23	459	35	36	259	94	1	0	0
24	461	37	38	13	162	1	0	0
25	576	39	40	404	162	1	51	1
26	601	41	42	39	162	1	51	1
27	602	42	43	56	969	6	306	6
28	631	44	45	110	485	3	51	1
29	652	46	47	718	162	1	51	1
30	680	48	49	92	901	6	153	3
31	699	50	51	176	0	0	0	0
32	701	52	53	110	0	0	0	0
33	757	55	56	142	527	3	102	2
34	758	56	57	122	366	2	0	0
35	759	58	0	401	0	0	0	0
36	760	0	39	32	162	1	0	0
37	769	59	60	86	1513	8	386	8
38	771	58	61	718	910	3	153	3
39	829	62	63	232	1284	2	0	0
40	830	55	64	22	0	0	0	0
41	831	64	57	113	646	4	204	4
42	832	57	65	115	0	0	0	0
43	834	66	67	105	162	1	40	1
44	835	67	56	51	408	2	80	2
45	849	68	69	60	850	5	0	0
46	880	70	71	155	324	1	0	0
47	912	72	73	299	0	0	0	0
48	913	72	74	185	0	0	0	0
49	914	73	75	130	162	1	51	1
50	915	76	77	383	0	0	0	0
51	938	78	79	356	340	1	0	0
52	954	80	81	207	0	0	0	0
53	955	82	83	67	0	0	0	0
54	956	84	85	350	162	1	0	0
55	1023	86	87	958	10049	20	459	9
56	1024	88	89	303	162	1	51	1
57	1025	90	91	142	0	0	0	0
58	1026	92	93	153	162	1	0	0
59	1027	94	95	240	0	0	0	0
60	1028	96	97	220	1105	7	102	2
61	1029	98	96	335	340	1	40	1
62	1030	98	94	201	323	2	102	2
63	1031	94	99	470	0	0	0	0
64	1032	100	101	81	1131	7	102	2
65	1033	101	97	78	1141	3	102	2
66	1034	101	102	143	851	5	204	4
67	1040	104	105	120	1403	9	233	5
68	1041	106	107	151	162	1	0	0
69	1042	108	70	388	0	0	0	0
70	1136	109	110	338	0	0	0	0
71	1137	111	112	453	323	2	51	1
72	1138	113	114	31	0	0	0	0
73	1139	115	116	99	1250	8	255	5
74	1140	50	117	197	162	1	51	1
75	1141	118	115	66	0	0	0	0
76	1142	115	119	58	0	0	0	0
77	1143	119	120	17	0	0	0	0
78	1144	49	121	23	94	1	51	1
79	1145	48	122	30	323	2	0	0
80	1146	123	124	84	485	3	102	2
81	1148	125	112	476	162	1	51	1
82	1149	112	126	488	459	3	102	2
83	1150	127	128	156	0	0	0	0
84	1156	129	130	75	485	3	0	0
85	1157	130	131	101	162	1	0	0
86	1209	132	133	230	162	1	0	0
87	1277	134	135	292	323	2	0	0
88	1279	136	137	175	1335	8	255	5
89	1280	137	138	11	0	0	0	0
90	1281	138	139	94	485	3	51	1
91	1282	139	140	81	323	2	51	1
92	1283	140	141	104	94	1	51	1
93	1285	142	143	1296	162	1	51	1
94	1286	137	144	43	527	3	153	3
95	1287	138	145	33	323	2	51	1
96	1288	139	146	48	366	2	0	0
97	1289	110	147	344	0	0	0	0
98	1290	110	52	59	0	0	0	0
99	1291	143	148	27	0	0	0	0
100	1292	148	149	248	0	0	0	0
101	1293	150	151	39	0	0	0	0
102	1295	152	153	832	323	2	0	0
103	1296	153	154	317	366	2	51	1
104	1297	152	155	169	0	0	0	0
105	1298	156	157	437	0	0	0	0
106	1299	158	156	127	204	1	51	1
107	1300	156	159	83	0	0	0	0
108	1301	160	84	283	162	1	0	0
109	1302	161	37	98	204	1	0	0
110	1303	72	161	135	604	4	153	3
111	1304	161	150	51	94	1	51	1
112	1323	162	163	134	162	1	51	1
113	1334	154	162	17	0	0	0	0
114	1335	162	164	378	0	0	0	0
115	1336	135	165	21	0	0	0	0
116	1345	166	167	276	0	0	0	0
117	1346	136	168	13	0	0	0	0
118	1350	103	169	109	281	2	0	0
119	1351	169	170	152	1097	5	204	4
120	1352	171	170	110	1012	6	204	4
121	1353	172	173	291	646	4	204	4
122	1354	174	76	294	366	2	102	2
123	1355	114	174	90	162	1	0	0
124	1357	126	175	320	0	0	0	0
125	1358	176	177	246	94	1	29	1
126	1369	178	166	212	204	1	51	1
127	1370	179	180	541	162	1	51	1
128	1371	181	182	11	0	0	0	0
129	1372	183	78	247	0	0	0	0
130	1449	184	185	121	119	1	51	1
131	1473	186	187	136	0	0	0	0
132	1474	188	189	143	0	0	0	0
133	1475	190	191	71	646	4	51	1
134	1476	173	190	26	0	0	0	0
135	1477	190	192	241	2219	14	631	13
136	1478	192	193	40	485	3	153	3
137	1479	193	105	41	485	3	142	3
138	1480	106	172	31	0	0	0	0
139	1481	173	194	276	0	0	0	0
140	1482	194	47	66	0	0	0	0
141	1483	193	172	88	0	0	0	0
142	1484	195	196	167	0	0	0	0
143	1485	196	173	31	0	0	0	0
144	1486	91	197	169	0	0	0	0
145	1498	198	199	34	323	2	51	1
146	1499	199	169	28	0	0	0	0
147	1500	171	199	230	298	2	102	2
148	1501	200	164	99	162	1	0	0
149	1502	201	198	17	0	0	0	0
