NodeNumber,NodeId,x,y,latitude,longitude
0,0,556158,6223502,56.1532313254205,9.904026692839752
1,1,556177,6223573,56.153866923685946,9.904347492396358
2,4,555446,6223631,56.15447350856811,9.892593422350206
3,5,555444,6223593,56.1541323632063,9.892553315547866
4,6,556199,6223570,56.15383738130535,9.904700969318194
5,7,557494,6223173,56.150116575037806,9.92545933871726
6,8,557574,6223189,56.150250663484606,9.926750338459534
7,9,557486,6223172,56.15010855558089,9.925330368760768
8,10,558365,6224741,56.16409694356034,9.939821226098934
9,28,557526,6211235,56.0428661144926,9.923404100161163
10,29,557532,6211223,56.04275758926582,9.92349782266808
11,31,556042,6211734,56.04752495115043,9.899690688434239
12,5517,555844,6211708,56.04731450321156,9.896507044838721
13,32,556497,6211789,56.047965594449636,9.907005764402873
14,33,556974,6211965,56.04949021756183,9.914699868585613
15,34,556727,6212438,56.053768847800214,9.91083506225338
16,35,557266,6211994,56.049715913916764,9.919393357102381
17,72,556385,6211338,56.04392712124087,9.905113094186156
18,64,556091,6211376,56.04430302578295,9.900402304873296
19,68,556388,6211351,56.04404355690912,9.905163978937956
20,75,556432,6211265,56.0432657715424,9.90585208336146
21,76,556674,6211153,56.04223101779539,9.909712465923208
22,77,556795,6211226,56.04287249886923,9.911669905859831
23,100,557716,6211891,56.04873656561604,9.926594768758754
24,101,557887,6211679,56.0468113823256,9.9292938742784
25,102,557849,6211634,56.04641170778543,9.928674216227657
26,128,559645,6219669,56.11837434982534,9.959293727989595
27,126,560275,6219687,56.118456962615596,9.969428703849172
28,132,557359,6223309,56.15135458985343,9.923315909384634
29,133,557361,6223303,56.151300448030796,9.923346806361879
30,140,557919,6211249,56.0429445243781,9.92971460665432
31,141,557918,6211194,56.04245054188804,9.92968667554939
32,142,557936,6211375,56.044074414114604,9.93001467915353
33,143,557919,6211368,56.04401358434395,9.929740315628123
34,144,557913,6211379,56.044113130543856,9.929646391662057
35,145,558033,6211455,56.04478136597576,9.931588853592872
36,146,558203,6211600,56.04606337076615,9.934348895605808
37,147,558300,6211687,56.046833152292265,9.935924752651504
38,-2,558430,6211793,56.04776957783281,9.938034513918648
39,149,558314,6211673,56.04670567629848,9.936146423404589
40,150,558339,6211644,56.04644210490926,9.936541389801295
41,165,556638,6210704,56.03820157051694,9.909039849815008
42,166,556642,6210737,56.038497561552866,9.909111010643509
43,167,556703,6210647,56.03768180719587,9.91007090007654
44,170,557657,6210906,56.039894722065114,9.92543584949149
45,171,557618,6210961,56.0403935189616,9.924821781634781
46,172,557350,6210888,56.039769868302734,9.920505149318041
47,173,557349,6210834,56.03928486679814,9.9204775524388
48,174,557286,6210520,56.03647151321182,9.919399448481526
49,175,557214,6210623,56.03740544191128,9.918266039321937
50,183,557150,6210998,56.04078198167805,9.917318926289251
51,184,557233,6211091,56.04160755857372,9.918670823913892
52,185,556752,6211110,56.041835481222066,9.91095521653332
53,186,556700,6211074,56.04151822455049,9.910113043729858
54,187,557342,6211226,56.04280732472587,9.920449047373776
55,188,557388,6211228,56.04281978287488,9.921187756286708
56,193,559747,6212968,56.05816281408516,9.959436334253637
57,194,559761,6212962,56.05810716492501,9.959659776488568
58,211,558676,6211659,56.04653568890305,9.941953860561897
59,212,558756,6211639,56.04634620735707,9.943233558897946
60,215,558666,6211689,56.046806423858925,9.941799916372332
61,216,558673,6211670,56.04663487673315,9.941908115325132
62,217,558295,6210003,56.031705230017174,9.935478418456198
63,218,558245,6209972,56.03143281555489,9.934669442867262
64,227,556386,6210496,56.03636267414023,9.904952089053932
65,228,556272,6210517,56.03656473706187,9.903127138440995
66,229,556223,6210513,56.03653455488863,9.902339993267313
67,231,557667,6210536,56.036569543596734,9.925516771840858
68,232,557676,6210531,56.03652354159775,9.925660119397946
69,233,557768,6210484,56.03609022248555,9.927126315790261
70,242,556890,6214814,56.07509479489938,9.913956759152452
71,243,556795,6214971,56.07651652266729,9.912464099406895
72,279,556229,6223448,56.15273784672793,9.905158079174578
73,280,556229,6223436,56.15263004353994,9.905155544783538
74,281,556230,6223381,56.1521358276911,9.905160024240732
75,282,555610,6223319,56.15165152558787,9.895168031510375
76,283,555582,6223346,56.15189734685151,9.894723006918824
77,284,556178,6223439,56.15266300348855,9.904335312239198
78,286,556194,6223438,56.15265213525096,9.904592627837866
79,287,556462,6223392,56.15220724268746,9.908896438636063
80,288,556497,6223392,56.15220309858028,9.909459770799732
81,289,557026,6223850,56.15625462333732,9.91807222561568
82,290,557026,6223811,56.15590426442719,9.918063870295917
83,291,557006,6223850,56.156257014254926,9.91775028843776
84,292,556354,6223451,56.15275004609891,9.907170643892439
85,293,556357,6223484,56.15304615024978,9.907225915751289
86,307,558478,6221732,56.13705171415683,9.94097970322855
87,308,558502,6221747,56.13718352595961,9.941369125478618
88,309,558603,6221492,56.13488033577003,9.942938021862393
89,310,558524,6221475,56.134737308377424,9.941663351516242
90,311,558481,6221466,56.13466172679539,9.940969603071217
91,312,558483,6221451,56.134526728732006,9.94099848735048
92,313,559495,6219678,56.11847390997404,9.956883605973712
93,314,559597,6219672,56.11840729220598,9.95852251715942
94,316,555373,6223317,56.15166112842887,9.891353088859741
95,381,555352,6223187,56.150495692970054,9.890988067720345
96,317,555628,6223379,56.1521884442868,9.89547027803428
97,318,555446,6223316,56.15164366528891,9.892527819386654
98,319,555648,6223393,56.15231188222573,9.895795109336166
99,320,556498,6223470,56.15290370003769,9.909492418211867
100,321,556497,6223371,56.15201444320803,9.909455314640558
101,322,556344,6223485,56.15305666961647,9.907016885033368
102,323,556876,6223907,56.15678459811182,9.915669875437903
103,324,556720,6223907,56.15680317634302,9.913158727902049
104,325,557211,6223907,56.15674453016244,9.921062393740378
105,326,557026,6223907,56.15676668632236,9.918084437572052
106,327,557337,6223416,56.15231847514348,9.922984866430374
107,328,557345,6223357,56.15178748372318,9.923100920400424
108,329,558855,6224001,56.157388936035524,9.9475465601352
109,330,558849,6224022,56.15757832961667,9.947454620200244
110,331,558829,6224112,56.158389310726335,9.947152568154605
111,332,559491,6224202,56.159115700184344,9.957829281204177
112,333,559914,6224245,56.15944903190165,9.964648349924827
113,334,559595,6223497,56.15276937876229,9.959345618222047
114,335,559388,6223328,56.15127698925139,9.955976210642977
115,336,558392,6224458,56.16155130847945,9.940193818561948
116,337,558448,6224466,56.16161631566672,9.941097118044532
117,338,558448,6224462,56.161580381686335,9.941096239412168
118,339,558659,6224463,56.16156345566891,9.944493341784005
119,340,558689,6224466,56.16158671472869,9.944976972125193
120,341,558654,6224504,56.16193239365661,9.944421884805564
121,342,558837,6224192,56.15910700246466,9.947299035473263
122,343,558781,6224185,56.159051023892424,9.946396005827063
123,344,558841,6224159,56.158810054008725,9.947356130910856
124,345,558884,6224127,56.15851727515405,9.948041255690427
125,346,558965,6224150,56.15871388697834,9.94935026211747
126,347,559213,6224177,56.15892571253899,9.953348505715795
127,348,559231,6224178,56.15893246070445,9.953638488884195
128,349,559239,6224179,56.15894045048509,9.95376749398532
129,350,559302,6224185,56.158986521301856,9.954782993169083
130,351,559015,6224475,56.16162733111427,9.950227223905754
131,352,559017,6224446,56.16136656291201,9.950252989766188
132,353,558982,6224472,56.16160446369711,9.94969529326099
133,354,559201,6224695,56.16358063680499,9.953270578130144
134,355,559209,6224766,56.164217469095206,9.953415177288981
135,356,559585,6224744,56.163972993151525,9.9594638505974
136,357,559546,6224550,56.162235076637415,9.958792536272556
137,358,559516,6224366,56.160585867120844,9.958268405997082
138,359,557432,6223040,56.148929230414375,9.924432809787582
139,360,557692,6223058,56.14905956331372,9.928621084576028
140,361,557901,6223072,56.149160012581675,9.931987730561698
141,362,557557,6224388,56.16102398039905,9.926735992197017
142,363,557569,6224393,56.16106744948811,9.926930259678137
143,364,557519,6224491,56.16195386950236,9.926146502262174
144,365,556322,6223221,56.1506875983297,9.906606936522902
145,366,556245,6223213,56.15062481440121,9.905365963507032
146,367,556161,6223204,56.150553858541286,9.90401212170671
147,368,556321,6223239,56.15084942116314,9.906594649283129
148,369,556316,6223300,56.15139801093276,9.906527077839892
149,370,556313,6223339,56.15174872538962,9.90648704169416
150,371,556243,6223339,56.15175698389578,9.905360389586837
151,372,556230,6223361,56.151956155692496,9.905155800352055
152,373,556194,6223402,56.15232872562611,9.904585029490718
153,374,556185,6223415,56.15244657260297,9.904442915385296
154,375,556172,6223706,56.155062331150035,9.904295076999336
155,376,556125,6223690,56.154924126481596,9.903535171654351
156,377,556124,6223671,56.154753555754255,9.903515069445648
