ProblemType:	MC-CARP
NumberNodes:	454
NumberEdges:	502
DepotNodeNumber:	41
NumberOfFractions:	2
NumberOfIntervalsForFraction	General_Glass_Metal_Plastic_Organic	1	14
NumberOfIntervalsForFraction	Paper	1	14
GRAPH
EdgeNumber	EdgeId	StartNodeNumber	EndNodeNumber	Cost	Demand_0	Bins_0
	Demand_1	Bins_1
START
0	138	0	1	22	1811	17	510	2
1	143	2	3	119	0	0	0	0
2	146	4	5	65	791	7	518	4
3	147	6	7	27	340	1	102	1
4	148	7	8	10	0	0	0	0
5	149	9	10	10	94	1	0	0
6	154	11	12	39	2754	4	612	3
7	155	13	14	10	187	2	0	0
8	156	14	15	37	94	1	765	3
9	164	5	16	30	187	2	0	0
10	165	16	17	17	187	2	0	0
11	166	18	19	98	1887	7	467	5
12	167	19	20	19	0	0	0	0
13	168	21	22	12	0	0	0	0
14	169	22	23	33	204	1	102	1
15	172	24	25	131	1751	7	629	7
16	173	25	26	9	0	0	0	0
17	174	26	27	16	204	1	102	1
18	175	27	28	77	3179	12	1181	12
19	302	13	29	64	3060	3	102	1
20	303	30	31	6	0	0	0	0
21	304	31	32	9	187	2	0	0
22	305	1	33	48	375	4	510	2
23	306	33	8	24	374	4	0	0
24	307	34	35	7	0	0	0	0
25	308	35	36	32	187	2	0	0
26	309	36	37	6	0	0	0	0
27	310	37	9	34	468	5	0	0
28	336	38	39	624	0	0	0	0
29	338	29	40	17	680	1	255	1
30	339	40	11	54	1913	4	612	3
31	496	41	42	385	187	2	204	2
32	497	43	44	97	408	1	102	1
33	498	45	46	86	204	1	102	1
34	518	47	48	183	323	2	204	2
35	772	49	50	29	0	0	0	0
36	773	51	52	4	0	0	0	0
37	774	52	53	80	502	3	263	3
38	775	54	55	76	119	1	102	1
39	776	55	56	68	417	3	306	3
40	777	57	58	75	298	2	161	2
41	778	59	60	3	562	3	765	3
42	779	60	61	32	374	2	0	0
43	780	61	62	108	621	4	408	4
44	849	63	64	85	0	0	0	0
45	852	64	65	116	0	0	0	0
46	853	66	67	48	282	2	102	1
47	854	67	68	318	0	0	0	0
48	954	69	70	716	0	0	102	1
49	955	67	71	38	408	1	102	1
50	974	72	73	33	204	1	102	1
51	1009	74	75	38	204	1	102	1
52	1010	64	76	42	94	1	102	1
53	1011	65	77	107	408	1	102	1
54	1047	78	74	54	298	2	161	2
55	1076	79	49	33	187	2	161	2
56	1106	80	81	34	188	1	102	1
57	1107	81	82	120	306	3	306	3
58	1254	83	84	19	204	1	102	1
59	1577	38	85	662	0	0	0	0
60	1585	86	87	185	0	0	0	0
61	1586	87	84	53	0	0	0	0
62	1646	88	89	590	204	1	102	1
63	1647	89	90	207	0	0	0	0
64	1648	89	91	463	238	1	0	0
65	1869	92	93	37	204	1	102	1
66	1870	93	94	76	536	4	323	4
67	1871	93	95	32	400	4	238	4
68	1891	96	97	20	0	0	0	0
69	1892	96	98	11	0	0	0	0
70	1893	96	99	111	204	1	102	1
71	1910	100	101	44	442	2	204	2
72	2076	102	45	122	213	2	102	1
73	2077	45	103	65	485	4	306	3
74	2079	104	43	242	2168	12	1054	12
75	2080	43	105	34	0	0	0	0
76	2109	106	107	49	621	4	306	3
77	2112	108	109	56	690	3	204	2
78	2122	110	111	49	0	0	0	0
79	2166	112	113	288	204	1	102	1
80	2199	72	113	196	0	0	0	0
81	2200	113	38	11	0	0	0	0
82	2359	114	115	186	0	0	0	0
83	2361	41	116	93	0	0	0	0
84	2362	47	117	155	204	1	102	1
85	2363	118	119	50	714	2	161	2
86	2413	120	121	19	282	2	204	2
87	2414	105	122	58	595	4	365	4
88	2415	123	124	29	187	2	161	2
89	2416	123	125	117	1293	8	646	8
90	2417	105	126	68	935	4	365	4
91	2418	127	86	372	204	1	102	1
92	2419	87	119	38	0	0	0	0
93	2420	119	128	44	0	0	0	0
94	2421	129	130	726	1471	11	1037	11
95	2422	130	128	264	1624	9	773	8
