ProblemType:	MC-CARP
NumberNodes:	755
NumberEdges:	866
DepotNodeNumber:	433
NumberOfFractions:	4
NumberOfIntervalsForFraction	Glass_Metal_Plastic	1	14
NumberOfIntervalsForFraction	General	1	14
NumberOfIntervalsForFraction	Organic	1	14
NumberOfIntervalsForFraction	Paper	1	14
GRAPH
EdgeNumber	EdgeId	StartNodeNumber	EndNodeNumber	Cost	Demand_0	Bins_0
	Demand_1	Bins_1
	Demand_2	Bins_2
	Demand_3	Bins_3
START
0	96	0	1	138	23	1	57	1	14	1	0	0
1	97	2	3	50	47	1	114	1	27	1	102	1
2	98	4	5	119	144	3	351	3	67	3	0	0
3	99	6	7	85	17	1	63	1	14	1	102	1
4	100	8	4	142	0	0	0	0	0	0	0	0
5	103	1	7	35	0	0	0	0	0	0	0	0
6	104	3	6	71	0	0	0	0	0	0	0	0
7	106	9	8	359	0	0	0	0	0	0	0	0
8	161	10	11	90	0	0	0	0	0	0	0	0
9	162	11	12	16	23	1	59	1	12	1	102	1
10	163	13	14	79	0	0	0	0	0	0	0	0
11	164	15	13	29	23	1	57	1	14	1	102	1
12	165	16	14	8	0	0	0	0	0	0	0	0
13	166	14	17	89	19	1	65	1	10	1	0	0
14	167	10	16	78	102	3	287	3	53	3	306	3
15	287	18	19	43	62	1	138	1	38	1	0	0
16	288	20	21	360	102	3	293	3	73	3	0	0
17	289	22	20	151	47	1	117	1	24	1	0	0
18	290	18	23	145	133	3	262	3	73	3	0	0
19	291	21	18	151	204	4	433	4	111	4	0	0
20	303	24	25	97	150	4	413	4	83	4	280	4
21	307	26	27	69	0	0	0	0	0	0	0	0
22	308	28	26	97	67	2	197	2	43	2	0	0
23	309	21	27	253	206	5	579	5	109	5	0	0
24	310	29	26	111	176	4	519	4	105	4	0	0
25	627	30	31	125	220	2	483	2	113	2	0	0
26	629	32	33	750	0	0	0	0	0	0	0	0
27	630	32	31	153	0	0	0	0	0	0	0	0
28	659	34	35	78	49	1	120	1	19	1	0	0
29	660	36	34	41	37	1	126	1	25	1	0	0
30	661	37	38	267	99	3	232	3	44	3	0	0
31	740	39	40	50	500	6	1155	6	258	6	671	4
32	741	40	41	35	0	0	0	0	0	0	0	0
33	814	42	43	67	23	1	58	1	13	1	102	1
34	815	44	45	61	45	1	119	1	24	1	0	0
35	816	46	47	27	47	1	131	1	26	1	102	1
36	817	48	49	84	49	1	128	1	27	1	102	1
37	818	50	51	203	23	1	61	1	10	1	102	1
38	819	43	44	197	36	1	124	1	28	1	102	1
39	820	47	49	33	0	0	0	0	0	0	0	0
40	821	43	47	84	0	0	0	0	0	0	0	0
41	822	52	53	249	118	4	307	4	60	4	408	4
42	823	49	52	88	106	2	300	2	70	2	161	2
43	824	51	44	8	0	0	0	0	0	0	0	0
