ProblemType:	MC-CARP
NumberNodes:	5102
NumberEdges:	5518
DepotNodeNumber:	5043
NumberOfFractions:	6
NumberOfIntervalsForFraction	General	1	14
NumberOfIntervalsForFraction	Organic	1	14
NumberOfIntervalsForFraction	Plastic	1	14
NumberOfIntervalsForFraction	Glass	1	14
NumberOfIntervalsForFraction	Metal	1	14
NumberOfIntervalsForFraction	Paper	1	14
GRAPH
EdgeNumber	EdgeId	StartNodeNumber	EndNodeNumber	Cost	Demand_0	Bins_0
	Demand_1	Bins_1
	Demand_2	Bins_2
	Demand_3	Bins_3
	Demand_4	Bins_4
	Demand_5	Bins_5
START
0	0	0	1	77	0	0	0	0	0	0	0	0	0	0	0	0
1	2	2	3	39	103	1	18	1	30	1	2	1	9	1	0	0
2	3	1	4	22	0	0	0	0	0	0	0	0	0	0	0	0
3	4	5	6	81	104	1	23	1	23	1	2	1	10	1	0	0
4	5	7	5	8	0	0	0	0	0	0	0	0	0	0	0	0
5	7	9	10	55	0	0	0	0	0	0	0	0	0	0	0	0
6	10	11	12	67	0	0	0	0	0	0	0	0	0	0	0	0
7	11	12	13	44	0	0	0	0	0	0	0	0	0	0	0	0
8	12	14	15	95	0	0	0	0	0	0	0	0	0	0	0	0
9	13	15	16	42	0	0	0	0	0	0	0	0	0	0	0	0
10	14	17	18	141	0	0	0	0	0	0	0	0	0	0	0	0
11	16	14	19	17	0	0	0	0	0	0	0	0	0	0	0	0
12	17	19	20	27	122	1	30	1	37	1	3	1	12	1	59	1
13	18	21	22	13	0	0	0	0	0	0	0	0	0	0	0	0
14	19	23	24	223	0	0	0	0	0	0	0	0	0	0	0	0
15	20	23	25	457	230	3	61	3	50	3	8	3	25	3	0	0
16	21	25	26	515	1033	4	229	4	271	4	36	4	115	4	0	0
17	22	27	28	1567	283	2	76	2	100	2	10	2	33	2	51	1
18	46	29	30	296	0	0	0	0	0	0	0	0	0	0	0	0
19	49	31	29	13	0	0	0	0	0	0	0	0	0	0	0	0
20	51	32	33	266	105	1	19	1	27	1	2	1	9	1	59	1
21	52	29	34	424	0	0	0	0	0	0	0	0	0	0	0	0
22	53	35	36	202	0	0	0	0	0	0	0	0	0	0	0	0
23	56	37	38	31	188	2	43	2	65	2	6	2	21	2	119	2
24	57	39	40	30	0	0	0	0	0	0	0	0	0	0	0	0
25	62	41	42	67	447	4	98	4	86	4	14	4	44	4	289	3
26	63	42	43	14	108	1	18	1	24	1	2	1	10	1	59	1
27	64	44	45	110	633	1	176	1	224	1	25	1	64	1	327	1
