ProblemType:	MC-CARP
NumberNodes:	1564
NumberEdges:	1805
DepotNodeNumber:	951
NumberOfFractions:	3
NumberOfIntervalsForFraction	General_Organic	1	14
NumberOfIntervalsForFraction	Glass_Metal_Plastic	1	14
NumberOfIntervalsForFraction	Paper	1	14
GRAPH
EdgeNumber	EdgeId	StartNodeNumber	EndNodeNumber	Cost	Demand_0	Bins_0
	Demand_1	Bins_1
	Demand_2	Bins_2
START
0	39	0	1	77	684	7	209	7	0	0
1	40	2	1	75	72	1	22	1	0	0
2	41	3	4	151	71	1	23	1	0	0
3	42	5	6	173	138	1	50	1	0	0
4	43	7	8	76	624	4	176	4	0	0
5	44	9	10	87	0	0	0	0	0	0
6	45	11	8	338	808	6	272	6	0	0
7	46	12	10	93	159	1	45	1	102	1
8	47	5	12	240	0	0	0	0	0	0
9	48	4	5	209	671	5	173	5	0	0
10	49	8	4	223	393	3	127	3	0	0
11	52	13	14	88	88	1	31	1	102	1
12	53	15	16	105	71	1	23	1	0	0
13	54	17	18	297	1816	16	667	16	0	0
14	70	19	20	262	1063	7	425	7	0	0
15	71	21	22	208	2201	14	630	14	1011	12
16	72	23	24	46	72	1	22	1	102	1
17	73	24	21	119	1263	10	438	10	671	7
18	96	25	26	138	77	1	17	1	0	0
19	97	27	28	50	145	1	43	1	102	1
20	98	29	30	119	445	3	117	3	0	0
21	99	31	32	85	75	1	19	1	102	1
22	100	33	29	142	0	0	0	0	0	0
23	103	26	32	35	0	0	0	0	0	0
24	104	28	31	71	0	0	0	0	0	0
25	106	34	33	359	0	0	0	0	0	0
26	161	35	36	90	0	0	0	0	0	0
27	162	36	37	16	73	1	21	1	102	1
28	163	38	39	79	0	0	0	0	0	0
29	164	40	38	29	77	1	17	1	102	1
30	165	41	39	8	0	0	0	0	0	0
31	166	39	42	89	71	1	23	1	0	0
32	167	35	41	78	336	3	106	3	306	3
33	168	43	44	431	93	1	26	1	0	0
34	169	35	44	175	0	0	0	0	0	0
35	256	45	46	5	161	1	43	1	102	1
36	257	46	47	10	0	0	0	0	0	0
37	258	48	49	45	151	1	53	1	102	1
38	259	50	51	54	97	1	22	1	102	1
39	260	52	53	72	168	2	45	2	0	0
40	261	54	55	49	91	1	28	1	0	0
41	262	56	55	336	71	1	23	1	59	1
42	263	55	57	371	74	1	20	1	102	1
43	264	49	58	30	0	0	0	0	0	0
44	265	56	59	239	453	3	159	3	204	2
45	266	60	61	34	0	0	0	0	0	0
46	267	47	49	24	0	0	0	0	0	0
47	268	62	47	4	0	0	0	0	0	0
48	269	51	59	101	73	1	21	1	102	1
49	270	61	51	61	0	0	0	0	0	0
50	271	58	60	172	0	0	0	0	0	0
51	287	63	64	43	188	1	50	1	0	0
52	288	65	66	360	362	3	106	3	0	0
53	289	67	65	151	138	1	50	1	0	0
54	290	63	68	145	350	3	118	3	0	0
55	291	66	63	151	572	4	176	4	0	0
56	303	69	70	97	474	4	172	4	280	4
57	304	71	72	51	143	1	45	1	0	0
58	305	73	72	127	140	1	48	1	0	0
59	306	72	74	27	0	0	0	0	0	0
60	307	75	76	69	0	0	0	0	0	0
61	308	77	75	97	222	2	85	2	0	0
62	309	66	76	253	682	5	212	5	0	0
63	310	78	75	111	623	4	177	4	0	0
64	390	79	80	143	480	4	176	4	0	0
65	409	81	82	64	267	2	107	2	0	0
66	410	83	84	14	0	0	0	0	0	0
67	411	85	86	167	336	3	134	3	0	0
68	412	87	2	110	0	0	0	0	0	0
69	413	88	81	103	0	0	0	0	0	0
70	414	89	90	73	0	0	0	0	0	0
71	415	91	92	183	76	1	18	1	0	0
72	416	93	94	98	1610	2	430	2	0	0
73	417	95	96	34	149	1	39	1	0	0
74	418	96	97	113	0	0	0	0	0	0
75	420	90	98	55	0	0	0	0	0	0
76	421	99	94	118	932	5	352	5	0	0
77	422	99	89	268	421	3	124	3	0	0
78	423	98	100	90	0	0	0	0	0	0
79	424	81	99	61	0	0	0	0	0	0
80	425	2	88	99	0	0	0	0	0	0
81	426	100	19	77	140	1	48	1	0	0
82	427	101	102	140	0	0	0	0	0	0
83	428	103	104	92	494	1	186	1	0	0
84	429	105	85	200	834	8	288	8	0	0
85	431	102	86	212	0	0	0	0	0	0
86	432	97	91	79	138	1	50	1	0	0
87	433	84	105	15	0	0	0	0	0	0
88	434	106	83	222	837	6	243	6	0	0
89	435	19	101	35	0	0	0	0	0	0
90	438	104	107	193	312	2	114	2	0	0
91	439	95	103	123	150	1	38	1	0	0
92	440	105	83	15	0	0	0	0	0	0
93	441	108	109	62	147	1	41	1	0	0
94	442	109	87	28	0	0	0	0	0	0
95	443	110	84	121	0	0	0	0	0	0
96	447	111	85	99	433	4	128	4	0	0
97	450	92	108	45	0	0	0	0	0	0
98	627	112	113	125	594	2	222	2	0	0
99	629	114	115	750	0	0	0	0	0	0
