ProblemType:	MC-CARP
NumberNodes:	930
NumberEdges:	1040
DepotNodeNumber:	88
NumberOfFractions:	4
NumberOfIntervalsForFraction	Glass_Metal_Plastic	1	14
NumberOfIntervalsForFraction	General	1	14
NumberOfIntervalsForFraction	Organic	1	14
NumberOfIntervalsForFraction	Paper	1	14
GRAPH
EdgeNumber	EdgeId	StartNodeNumber	EndNodeNumber	Cost	Demand_0	Bins_0
	Demand_1	Bins_1
	Demand_2	Bins_2
	Demand_3	Bins_3
START
0	29	0	1	109	135	3	305	3	62	3	306	3
1	30	1	2	62	39	2	124	2	24	2	161	2
2	33	3	4	94	77	2	179	2	42	2	102	1
3	35	5	6	277	0	0	0	0	0	0	0	0
4	36	5	7	113	0	0	0	0	0	0	0	0
5	138	8	9	22	521	17	1030	17	260	17	510	2
6	141	10	11	241	41	1	131	1	32	1	102	1
7	142	11	12	18	0	0	0	0	0	0	0	0
8	143	13	14	119	0	0	0	0	0	0	0	0
9	146	15	16	65	230	7	477	7	84	7	518	4
10	147	17	18	27	70	1	221	1	49	1	102	1
11	148	18	19	10	0	0	0	0	0	0	0	0
12	149	20	21	10	18	1	67	1	9	1	0	0
13	154	22	23	39	581	4	1878	4	295	4	612	3
14	155	24	25	10	48	2	117	2	22	2	0	0
15	156	25	26	37	20	1	63	1	11	1	765	3
16	164	16	27	30	50	2	113	2	24	2	0	0
17	165	27	28	17	39	2	118	2	30	2	0	0
18	166	29	30	98	440	7	1246	7	201	7	467	5
19	167	30	31	19	0	0	0	0	0	0	0	0
20	168	32	33	12	0	0	0	0	0	0	0	0
21	169	33	34	33	43	1	131	1	30	1	102	1
22	172	35	36	131	414	7	1160	7	177	7	629	7
23	173	36	37	9	0	0	0	0	0	0	0	0
24	174	37	38	16	52	1	129	1	23	1	102	1
25	175	38	39	77	931	12	1829	12	419	12	1181	12
26	182	41	42	233	0	0	0	0	0	0	0	0
27	183	43	44	87	0	0	0	0	0	0	0	0
28	184	44	45	950	394	11	828	11	148	11	918	9
29	200	46	47	143	501	10	1183	10	203	10	850	10
30	302	24	48	64	841	3	1727	3	492	3	102	1
31	303	49	50	6	0	0	0	0	0	0	0	0
32	304	50	51	9	50	2	112	2	25	2	0	0
33	305	9	52	48	97	4	231	4	47	4	510	2
34	306	52	19	24	105	4	221	4	48	4	0	0
35	307	53	54	7	0	0	0	0	0	0	0	0
36	308	54	55	32	37	2	126	2	24	2	0	0
37	309	55	56	6	0	0	0	0	0	0	0	0
38	310	56	20	34	103	5	298	5	67	5	0	0
39	311	57	58	226	0	0	0	0	0	0	0	0
40	312	58	59	172	169	2	350	2	93	2	612	2
41	334	61	62	62	0	0	0	0	0	0	0	0
42	335	62	63	239	41	1	135	1	28	1	102	1
43	336	64	65	624	0	0	0	0	0	0	0	0
44	338	48	66	17	191	1	394	1	95	1	255	1
45	339	66	22	54	532	4	1119	4	262	4	612	3
46	343	67	68	83	0	0	0	0	0	0	0	0
47	431	69	70	291	111	2	234	2	63	2	204	2
48	474	73	74	186	0	0	0	0	0	0	0	0
49	475	75	76	17	0	0	0	0	0	0	0	0
50	486	73	77	91	23	1	62	1	9	1	0	0
51	487	78	79	4	0	0	0	0	0	0	0	0
52	488	79	73	233	23	1	59	1	12	1	102	1
53	489	76	80	88	44	1	128	1	32	1	102	1
54	490	76	81	101	0	0	0	0	0	0	0	0
55	491	81	82	170	56	1	122	1	26	1	102	1
56	493	83	84	74	55	1	119	1	30	1	102	1
57	494	85	86	91	22	1	60	1	12	1	102	1
58	495	85	87	255	42	1	138	1	24	1	102	1
59	496	88	89	385	42	2	126	2	19	2	204	2
60	497	90	91	97	114	1	235	1	59	1	102	1
61	498	92	93	86	52	1	125	1	27	1	102	1
62	500	94	95	95	24	1	59	1	11	1	102	1
63	502	41	96	83	45	1	136	1	23	1	102	1
64	518	97	98	183	70	2	205	2	48	2	204	2
65	527	40	99	94	45	1	136	1	23	1	102	1
66	541	100	101	182	0	0	0	0	0	0	0	0
67	688	102	103	131	49	1	115	1	24	1	102	1
68	737	104	105	52	45	1	132	1	27	1	102	1
69	772	106	107	29	0	0	0	0	0	0	0	0
70	773	108	109	4	0	0	0	0	0	0	0	0
71	774	109	110	80	122	3	307	3	73	3	263	3
72	775	111	112	76	23	1	79	1	17	1	102	1
73	776	112	113	68	93	3	256	3	68	3	306	3
74	777	114	115	75	73	2	186	2	39	2	161	2
75	778	116	117	3	122	3	355	3	85	3	765	3
76	779	117	118	32	100	2	214	2	60	2	0	0
77	780	118	119	108	178	4	379	4	64	4	408	4
78	794	120	121	134	103	3	328	3	55	3	204	2
79	820	3	122	125	53	1	129	1	22	1	102	1
80	821	122	102	116	0	0	0	0	0	0	0	0
81	845	123	83	708	0	0	0	0	0	0	0	0
82	846	83	124	166	0	0	0	0	0	0	0	0
83	849	125	126	85	0	0	0	0	0	0	0	0
84	851	81	127	77	21	1	60	1	13	1	102	1
85	852	126	128	116	0	0	0	0	0	0	0	0
86	853	129	130	48	67	2	187	2	28	2	102	1
87	854	130	131	318	0	0	0	0	0	0	0	0
88	872	132	94	80	0	0	0	0	0	0	0	0
89	873	94	41	32	0	0	0	0	0	0	0	0
90	953	133	134	30	111	1	230	1	67	1	102	1
91	954	135	136	716	0	0	0	0	0	0	102	1
92	955	130	137	38	113	1	250	1	45	1	102	1
93	957	138	139	12	20	1	63	1	11	1	0	0
94	973	72	140	153	313	3	756	3	155	3	255	1
95	974	141	142	33	57	1	119	1	28	1	102	1
96	1008	143	144	122	93	1	258	1	57	1	102	1
