ProblemType:	MC-CARP
NumberNodes:	2822
NumberEdges:	3281
DepotNodeNumber:	1031
NumberOfFractions:	3
NumberOfIntervalsForFraction	General_Organic	1	14
NumberOfIntervalsForFraction	Glass_Metal_Plastic	1	14
NumberOfIntervalsForFraction	Paper	1	14
GRAPH
EdgeNumber	EdgeId	StartNodeNumber	EndNodeNumber	Cost	Demand_0	Bins_0
	Demand_1	Bins_1
	Demand_2	Bins_2
START
0	0	0	1	90	300	3	83	3	92	3
1	1	0	2	124	512	4	168	4	97	4
2	2	3	4	113	530	4	159	4	323	4
3	3	5	6	31	120	1	42	1	81	1
4	4	7	5	93	826	6	288	6	426	9
5	6	8	9	50	431	4	113	4	97	4
6	7	3	10	99	241	2	82	2	11	2
7	8	11	12	66	618	5	181	5	248	4
8	9	13	14	120	1284	11	527	11	576	9
9	10	15	16	94	726	7	303	7	259	6
10	12	17	18	108	757	7	306	7	339	7
11	13	19	20	59	384	3	101	3	242	3
12	14	21	22	55	1417	12	564	12	71	13
13	15	23	24	143	0	0	0	0	0	0
14	16	25	0	97	1029	7	314	7	334	6
15	17	26	25	100	355	3	130	3	242	3
16	18	1	26	99	503	4	186	4	248	4
17	19	1	27	41	598	5	235	5	27	5
18	20	28	29	52	0	0	0	0	0	0
19	21	30	31	554	125	1	37	1	81	1
20	22	32	33	79	417	4	127	4	248	4
21	23	34	35	9	0	0	0	0	0	0
22	24	36	37	139	1345	14	406	14	303	14
23	25	38	32	126	1374	14	573	14	453	14
24	26	39	34	59	0	0	0	0	0	0
25	30	40	41	51	255	2	68	2	161	2
26	31	42	41	97	1025	9	369	9	426	9
27	32	43	42	25	205	2	67	2	11	2
28	33	44	43	54	199	2	73	2	86	2
29	34	45	46	62	126	1	36	1	81	1
30	35	46	47	7	0	0	0	0	0	0
31	36	47	48	51	88	1	23	1	5	1
32	37	48	49	75	245	2	70	2	86	2
33	38	50	51	139	1315	13	419	13	222	13
34	39	52	53	102	1127	10	463	10	356	10
35	40	54	55	96	950	8	291	8	420	8
36	41	56	57	29	197	2	75	2	86	2
37	42	58	59	27	0	0	0	0	0	0
38	43	60	58	141	1549	13	619	13	668	12
39	44	51	61	83	1003	10	349	10	205	10
40	45	53	62	123	1188	10	393	10	356	10
41	46	55	63	135	1562	14	436	14	453	14
42	47	64	65	143	1676	16	594	16	540	16
43	48	57	66	47	123	1	39	1	81	1
44	49	66	67	51	201	2	71	2	86	2
45	50	53	51	72	118	1	44	1	81	1
46	51	67	68	23	129	1	33	1	81	1
47	52	69	30	361	84	1	27	1	5	1
48	53	70	71	190	2097	20	768	20	562	20
49	54	72	73	35	0	0	0	0	0	0
50	55	74	72	36	121	1	41	1	5	1
51	57	77	78	51	858	7	349	7	189	7
52	58	79	80	32	5013	2	1907	2	935	3
53	59	81	82	16	291	2	75	2	11	2
54	60	83	84	74	241	2	82	2	86	2
55	61	85	86	37	559	4	206	4	172	4
56	62	87	88	10	308	2	100	2	0	0
57	63	89	90	379	477	5	178	5	253	5
58	64	88	84	203	87	1	24	1	5	1
