NodeNumber,NodeId,x,y,latitude,longitude
0,0,594200,6135279,55.35479738417921,10.485796841331416
1,1,594230,6135364,55.35555517665156,10.486298454684038
2,2,594319,6135246,55.354478124914216,10.487661979674888
3,3,594695,6135487,55.35657068217776,10.493671765692312
4,4,594640,6135581,55.357425664740894,10.492836330434683
5,5,594638,6135634,55.35790214039937,10.492822712449085
6,6,594636,6135603,55.35762405758073,10.492780696341956
7,7,594573,6135700,55.35850752249141,10.491820087320994
8,10,594481,6135276,55.35471649227367,10.490226309067321
9,11,594466,6135325,55.35515953573742,10.49000633963442
10,12,594784,6135446,55.356185227430046,10.495061192002508
11,13,594847,6135435,55.356074260743036,10.496050807715779
12,14,594913,6135440,55.35610643183746,10.497093143766241
13,15,595376,6135431,55.35593594329295,10.504390316639045
14,16,595366,6135311,55.354859948565625,10.504191770177362
15,17,593067,6135756,55.359298119143524,10.468091446670888
16,18,593138,6135695,55.35873670700793,10.469190731975562
17,21,593298,6135581,55.35768229956374,10.471675700829213
18,22,593402,6135551,55.357393054672045,10.473305573304101
19,23,593419,6135597,55.35780303724088,10.473588979820004
20,24,593475,6135582,55.35765764386948,10.474466986651267
21,25,593515,6135519,55.357084109672286,10.475076664238507
22,26,593527,6135573,55.35756690303714,10.475283919486957
23,20,593952,6135240,55.35449452653868,10.481873567624648
24,27,594065,6135320,55.3551915410161,10.483682088252289
25,28,594109,6135312,55.35511125391759,10.484373148423138
26,29,594141,6135406,55.35594951505677,10.484909299667276
27,30,594244,6135403,55.355902823786494,10.486532323132653
28,79,595081,6135698,55.35839152028454,10.4998296752564
29,80,594921,6135594,55.357488241234506,10.4972714977983
30,81,595106,6135454,55.35619487662095,10.500140984812383
31,82,595141,6135455,55.35619708439384,10.500693180449575
32,83,595070,6135452,55.35618387700392,10.499572682294522
33,84,591754,6135961,55.36138658014004,10.44745409082605
34,-8,591754,6135961,55.36138658014004,10.44745409082605
35,85,593242,6136122,55.36255269111156,10.470972912746664
36,86,593291,6136137,55.36267813276648,10.471750645274945
37,87,593429,6135949,55.36096312160141,10.473864154533073
38,88,593459,6135937,55.3608496210234,10.474333229177697
39,89,593216,6136019,55.36163238388775,10.47052858386092
40,90,593232,6136016,55.36160239918572,10.470779899399572
41,91,593471,6135934,55.360820389527525,10.474521459418312
42,92,593543,6135918,55.36066296030434,10.47565150337824
43,93,593438,6136033,55.3617159745279,10.474034123385724
44,94,593462,6136005,55.36145988815015,10.474403245318461
45,95,593578,6136129,55.36255168749146,10.476273978795248
46,96,593578,6136118,55.362452875601235,10.476270300557559
47,97,593472,6136160,55.36285033625583,10.47461271108099
48,98,593602,6136444,55.36537672754667,10.476757826938394
49,102,594882,6136179,55.362750722559504,10.496854863010673
50,103,595734,6136089,55.361776990833214,10.51025999652095
51,104,595779,6136024,55.36118434098192,10.510947377152199
52,105,595273,6136786,55.368127604674555,10.503227580761001
53,106,591852,6135837,55.36025437526054,10.448958830526443
54,107,591828,6135808,55.35999835394234,10.448570853115825
55,108,591790,6135768,55.359646133772955,10.447958506107094
56,109,591884,6135821,55.360104663845455,10.449458195093605
57,118,592145,6135933,55.361061880631176,10.453610829849774
58,119,592146,6135913,55.3608820332391,10.453620014677155
59,120,592152,6135966,55.36135700647797,10.453732082587283
60,137,592425,6136017,55.3617638578275,10.458054044490076
61,138,592516,6135974,55.36136046279068,10.459474883207852
62,139,592380,6136039,55.361969946677036,10.457351664212513
63,140,592284,6136201,55.363443231126716,10.455891174001952
64,141,592211,6136168,55.363160499947305,10.454729052370828
65,145,592397,6136202,55.363430974568026,10.457673570357873
66,-9,592397,6136202,55.363430974568026,10.457673570357873
67,146,591908,6135944,55.36120508500792,10.449877047267936
68,147,591893,6135953,55.36128873781945,10.449643457404221
69,148,591893,6135883,55.36065992725142,10.449620474047165
70,149,591940,6135883,55.36065113457428,10.450361637751575
71,150,591941,6135915,55.36093840362001,10.450387919234565
72,151,591945,6135879,55.360614266897066,10.450439170880523
73,152,591987,6135881,55.36062437139909,10.451102143723778
74,153,591938,6135850,55.36035506962227,10.450319258881477
75,154,591982,6135843,55.36028395335262,10.451010808263264
76,155,592010,6135886,55.36066497977351,10.451466484068021
77,156,591985,6135959,55.36132542002114,10.451096240546592
78,157,591915,6135981,55.36153614673031,10.449999586436078
79,158,591810,6136146,55.36303797589718,10.448397888017809
80,159,591768,6136111,55.36273141753122,10.447724053686503
81,160,591856,6136122,55.3628137851817,10.44911544837146
82,161,591827,6136176,55.363304288937336,10.448675829056599
83,163,591985,6136087,55.3624752441293,10.45113831176032
