ProblemType:	MC-CARP
NumberNodes:	812
NumberEdges:	1124
DepotNodeNumber:	0
NumberOfFractions:	6
NumberOfIntervalsForFraction	General	1	14
NumberOfIntervalsForFraction	Organic	1	14
NumberOfIntervalsForFraction	Plastic	1	14
NumberOfIntervalsForFraction	Glass	1	14
NumberOfIntervalsForFraction	Metal	1	14
NumberOfIntervalsForFraction	Paper	1	14
GRAPH
EdgeNumber	EdgeId	StartNodeNumber	EndNodeNumber	Cost	Demand_0	Bins_0
	Demand_1	Bins_1
	Demand_2	Bins_2
	Demand_3	Bins_3
	Demand_4	Bins_4
	Demand_5	Bins_5
START
0	0	0	1	41	0	0	0	0	0	0	0	0	0	0	0	0
1	5	2	3	15	0	0	0	0	0	0	0	0	0	0	0	0
2	6	3	4	97	15476	28	0	0	0	0	0	0	0	0	0	0
3	7	5	6	89	0	0	0	0	0	0	0	0	0	0	0	0
4	11	7	8	54	0	0	0	0	0	0	0	0	0	0	0	0
5	12	9	10	204	2040	2	0	0	680	3	0	0	340	2	2040	4
6	13	9	11	10	0	0	0	0	0	0	0	0	0	0	0	0
7	14	11	8	10	0	0	0	0	0	0	0	0	0	0	0	0
8	16	12	13	181	39510	40	0	0	1224	7	0	0	1292	7	3060	6
9	20	14	15	122	37978	21	0	0	1462	7	0	0	1122	5	3570	7
10	21	16	17	33	0	0	0	0	510	5	0	0	204	2	816	4
11	25	18	19	55	16940	20	0	0	1275	5	0	0	1020	5	3570	7
12	26	20	18	50	0	0	0	0	0	0	0	0	0	0	0	0
13	27	21	22	174	8160	4	0	0	765	3	1246	1	170	1	2550	5
14	28	23	21	99	40020	24	0	0	340	1	0	0	340	1	2040	4
15	29	21	24	35	3104	1	0	0	0	0	1246	1	0	0	1020	2
16	30	25	26	119	4420	5	0	0	1190	5	0	0	646	5	2754	6
17	31	27	25	55	0	0	0	0	0	0	0	0	0	0	0	0
18	32	25	28	141	0	0	0	0	0	0	0	0	0	0	0	0
19	33	6	29	39	11724	29	0	0	0	0	0	0	0	0	0	0
20	36	29	11	17	0	0	0	0	0	0	0	0	0	0	0	0
21	38	30	31	215	9350	16	1224	12	599	8	0	0	599	8	1377	15
22	39	31	32	484	13278	47	2632	40	1027	21	0	0	908	17	2052	43
23	41	33	34	3	0	0	0	0	0	0	1700	1	0	0	0	0
24	42	34	35	162	0	0	0	0	0	0	0	0	0	0	0	0
25	48	36	37	79	4896	4	102	1	153	2	0	0	221	2	561	2
26	49	38	39	54	0	0	0	0	0	0	0	0	0	0	0	0
27	50	39	40	17	10200	5	0	0	0	0	0	0	0	0	0	0
28	52	41	42	152	19588	20	0	0	629	4	0	0	765	4	2550	5
29	53	43	44	98	30060	19	0	0	2210	4	1870	1	2295	4	1020	2
30	54	45	46	86	0	0	0	0	0	0	0	0	0	0	0	0
31	57	47	41	61	0	0	0	0	0	0	0	0	0	0	0	0
32	58	48	44	119	14902	10	0	0	170	1	1870	1	170	1	510	1
33	59	49	50	107	7308	9	0	0	272	2	0	0	340	2	1020	2
34	60	46	51	63	0	0	0	0	0	0	0	0	0	0	0	0
35	61	52	47	166	22942	40	0	0	714	4	0	0	697	4	2958	7
36	62	51	53	23	0	0	0	0	0	0	0	0	0	0	0	0
37	63	54	55	79	0	0	0	0	0	0	0	0	0	0	0	0
38	64	42	56	93	408	1	0	0	0	0	0	0	0	0	0	0
39	65	57	58	140	24522	30	0	0	1275	9	0	0	1394	9	3616	13
40	66	59	48	90	8248	4	0	0	510	1	0	0	255	1	1020	2
41	67	60	61	226	3264	8	0	0	102	1	0	0	170	1	510	1
42	68	53	62	84	16184	16	0	0	357	2	0	0	272	2	1122	4
43	69	58	52	153	23031	21	0	0	782	7	0	0	1079	7	3264	7
44	70	44	57	111	15472	16	0	0	595	3	0	0	680	3	2040	4
