NodeNumber,NodeId,x,y,latitude,longitude
0,105,594556,6232573,56.22863700136037,10.525187280628069
1,106,594643,6232680,56.229580710724925,10.52662824889637
2,107,594827,6232632,56.229112956065656,10.529577869329048
3,108,594792,6232620,56.229012155469256,10.529009246127181
4,109,595060,6232542,56.22825812310123,10.533302399673975
5,110,595145,6232606,56.22881593750258,10.534695862879936
6,111,594727,6232648,56.2292765841211,10.527971217474995
7,112,594665,6232706,56.229809849542896,10.526992265082775
8,113,595201,6232543,56.22823890574212,10.535576145706203
9,117,595484,6232354,56.226484704439464,10.540070927850605
10,178,592719,6233625,56.23844720679492,10.495936233364072
11,179,592769,6233554,56.23779976579785,10.496717753712236
12,180,592785,6233554,56.237796643973034,10.496975795371878
13,181,592646,6233569,56.237958469919,10.494739304673447
14,182,592635,6233645,56.2386432098506,10.494588487183629
15,183,592666,6233582,56.23807133266551,10.495066407591704
16,184,592643,6233644,56.23863266967415,10.494717161112911
17,185,592555,6233682,56.23899110589526,10.493311181471551
18,315,595864,6228255,56.18959364479318,10.544716408187753
19,316,595823,6228243,56.18949411706617,10.544051691174936
20,317,596167,6227920,56.1865238097869,10.549475554880477
21,318,595883,6228105,56.18824261092168,10.544968298173334
22,319,596142,6228020,56.187426993960905,10.549109100929844
23,320,595899,6228396,56.190852976957885,10.545331061343362
24,334,592373,6230772,56.21289011699654,10.48936153060216
25,335,592458,6230819,56.21329574707799,10.490747876172405
26,340,595887,6227813,56.18561923631113,10.544927333779663
27,341,595869,6227869,56.18612581733333,10.544657644009742
28,342,595861,6227731,56.184887992964,10.544479009757897
29,343,595981,6227754,56.185070406191144,10.546419923007868
30,685,596577,6228592,56.19247634158715,10.556323200734807
31,683,596457,6228600,56.19257250841099,10.554393127882435
32,687,596311,6228631,56.19288047449657,10.552052571317478
33,688,596419,6229251,56.19842706239128,10.554017411183153
34,716,597542,6231117,56.21495738719563,10.572795509920216
35,717,597548,6231159,56.2153333695763,10.57290766372217
36,718,597512,6231097,56.21478391008174,10.572304632713598
37,719,597600,6231080,56.21461319027725,10.573716704188293
38,720,597336,6231084,56.21470318244316,10.569463200729938
39,806,592608,6234124,56.24295062446613,10.494320578164613
40,807,592563,6234147,56.24316596346103,10.493602779792795
41,808,592532,6234162,56.24330672129272,10.493107996574812
42,887,594283,6229042,56.19697762564238,10.51953036300539
43,888,594305,6228984,56.19645234301608,10.519864188494754
44,889,594451,6228870,56.195399520536085,10.522175705828612
45,890,594475,6228919,56.19583485300729,10.52257977134889
46,891,594223,6229034,56.19691764850332,10.518560905199877
47,892,594224,6229008,56.19668393168339,10.518567788354632
48,893,594202,6229084,56.197370877889554,10.518240329851533
49,894,594191,6229005,56.19666351512211,10.518035087702431
50,895,594489,6228687,56.19374837124924,10.522722753214127
51,896,594455,6228863,56.195335856847755,10.522237654234134
52,897,594110,6229037,56.19696693675446,10.516741504807174
53,898,593892,6228976,56.196462093923834,10.513207877938127
54,973,597534,6233890,56.239863957870384,10.573687234693644
55,974,597616,6233860,56.239577694018784,10.574998660984663
56,1122,595356,6228506,56.19194994388612,10.536624127401375
57,1123,595352,6228508,56.19196870749893,10.536560413172005
58,1126,594940,6227564,56.18357250201947,10.529586499296045
59,1127,594902,6227522,56.18320285029081,10.528959524010425
60,1135,594875,6227520,56.183190264262066,10.52852398933308
61,1136,595340,6228468,56.191611852285945,10.536352757097626
62,1137,595289,6228358,56.19063409952615,10.535491787582357
63,1138,595398,6228555,56.19238162389913,10.537318267206107
64,2156,595428,6228582,56.19261811291388,10.537811216277
65,1143,595142,6227726,56.18498720558042,10.532897633073807
66,1146,595380,6228203,56.18922376509236,10.536901913474598
67,1157,595690,6227442,56.182326736558934,10.541620971437856
68,1148,595562,6227593,56.18370862049371,10.539613959024788
69,1161,595309,6227902,56.186534562076346,10.535650330851508
70,1167,594902,6227580,56.183723775834565,10.528980238097283
71,1168,594787,6227567,56.18362990812186,10.527123561018302
72,1340,594516,6234502,56.245970097325895,10.525230817611018
73,1341,594510,6234471,56.24569286688466,10.525122963125686
74,1342,594483,6232926,56.23182195090026,10.524136149690396
75,1343,594448,6232934,56.23190075401276,10.523574630636523
76,1344,594468,6233009,56.23257038877428,10.523923875131697
77,1345,594503,6233002,56.23250056545676,10.524485759963984
78,1346,594200,6233965,56.2412097983869,10.519942369146294
79,1347,594655,6233721,56.2389279694856,10.527193752953746
80,1348,594430,6233117,56.23354792923103,10.523349617904866
81,1349,594493,6233125,56.23360726726336,10.524368385541823
82,1350,594374,6233230,56.234573946569995,10.522486844688862
83,1351,594500,6233272,56.234926145010235,10.524533711684532
84,1352,594748,6233753,56.23919685138693,10.528705092799
85,1353,594704,6233765,56.239313393958525,10.527999754572603
86,1354,594438,6232916,56.23174107405118,10.523406964520438
87,1355,594833,6233889,56.240401374674086,10.530124678402274
88,1357,594561,6233478,56.236764190447644,10.52559096049626
89,1373,594618,6234329,56.24439602446349,10.526814317923163
90,1374,594789,6234510,56.245987588981805,10.529637390986952
91,1579,597148,6229490,56.200425431971695,10.56584948612618
92,1580,596975,6229698,56.202328807056574,10.563138205044702
93,1581,596909,6229669,56.202081786782905,10.56206420950145
94,1582,597063,6229415,56.19976916845418,10.564452592056972
95,1583,597108,6229453,56.20010128305271,10.56519149421935
96,1584,597057,6229533,56.20083018486403,10.564399070758629
97,1587,597005,6229626,56.20167604233533,10.563595256674427
98,1589,596957,6229731,56.20262885579469,10.562860240445731
99,1590,596959,6229467,56.2002573839464,10.562796026616123
100,1591,596899,6229556,56.201068934040215,10.561861834841118
101,1605,595244,6228587,56.192699848667054,10.534849071172227
102,1606,595286,6228591,56.192727374122306,10.535527058887567
103,1607,595291,6228546,56.1923222093189,10.535591454449941
104,1608,595317,6228561,56.1924517285747,10.53601565204071
105,1609,595414,6228903,56.195503954359836,10.53770103748704
106,1610,595378,6228899,56.19547523956836,10.537119656680785
107,1611,595309,6228606,56.192857493877234,10.5359029353939
108,1612,595269,6229142,56.197679543138435,10.535450908504004
109,1613,595321,6229137,56.1976242304552,10.536286857992199
110,1614,595359,6228748,56.194122848969,10.53675934845677
111,1615,595247,6228791,56.194531461515815,10.534970564929012
112,1616,595319,6228646,56.19321475001371,10.536078377034249
113,1617,595357,6228662,56.19335084663993,10.536696249068335
114,1618,595345,6228688,56.193586766089766,10.536512280084422
115,1619,595311,6228510,56.19199487613991,10.535900699518045
116,1620,595301,6228513,56.19202382131669,10.53574069506931
117,1621,595092,6229422,56.2002297218661,10.532699648565913
118,1622,595287,6228568,56.19252060108973,10.5355349149523
119,1623,595189,6228345,56.19053733442545,10.53387637482297
120,1625,595025,6229407,56.200108375464964,10.531614803183762
121,1626,594985,6229421,56.20024209631083,10.530975351593382
122,1627,594962,6229367,56.19976168571942,10.530585466950924
123,1628,595327,6228495,56.191856952818426,10.536153045026827
124,1745,595705,6228144,56.18862867889366,10.542115396793934
125,1746,595788,6228434,56.19121660425161,10.543556827183183
126,1766,592045,6230984,56.214857765738984,10.484148655179446
127,1767,591990,6230884,56.2139702381898,10.483227474752885
128,1768,592067,6231174,56.21656001635852,10.484569217635068
129,1769,592011,6231297,56.21767558553675,10.483709247491609
130,1770,592075,6231096,56.21585790299674,10.484671084209728
131,1771,592077,6231106,56.21594733213682,10.484706793436779
132,1772,591932,6231132,56.2162088872442,10.482378620109426
133,1773,591861,6231144,56.21633037725437,10.481238352920686
134,1774,592057,6231029,56.21525961726583,10.484357692904283
135,1776,591976,6231119,56.216083624255376,10.483083331194694
136,1777,591955,6231122,56.21611462735944,10.48274588114859
137,1778,591991,6231117,56.216062761707015,10.483324416156842
138,1779,592020,6231114,56.21603021018338,10.483790813731021
