ProblemType:	MC-CARP
NumberNodes:	812
NumberEdges:	1124
DepotNodeNumber:	0
NumberOfFractions:	2
NumberOfIntervalsForFraction	General_Glass_Metal_Plastic_Organic	1	14
NumberOfIntervalsForFraction	Paper	1	14
GRAPH
EdgeNumber	EdgeId	StartNodeNumber	EndNodeNumber	Cost	Demand_0	Bins_0
	Demand_1	Bins_1
START
0	0	0	1	41	0	0	0	0
1	5	2	3	15	0	0	0	0
2	6	3	4	97	15476	28	0	0
3	7	5	6	89	0	0	0	0
4	11	7	8	54	0	0	0	0
5	12	9	10	204	3060	7	2040	4
6	13	9	11	10	0	0	0	0
7	14	11	8	10	0	0	0	0
8	16	12	13	181	42026	54	3060	6
9	20	14	15	122	40562	33	3570	7
10	21	16	17	33	714	7	816	4
11	25	18	19	55	19235	30	3570	7
12	26	20	18	50	0	0	0	0
13	27	21	22	174	10341	9	2550	5
14	28	23	21	99	40700	26	2040	4
15	29	21	24	35	4350	2	1020	2
16	30	25	26	119	6256	15	2754	6
17	31	27	25	55	0	0	0	0
18	32	25	28	141	0	0	0	0
19	33	6	29	39	11724	29	0	0
20	36	29	11	17	0	0	0	0
21	38	30	31	215	11772	44	1377	15
22	39	31	32	484	17845	125	2052	43
23	41	33	34	3	1700	1	0	0
24	42	34	35	162	0	0	0	0
25	48	36	37	79	5372	9	561	2
26	49	38	39	54	0	0	0	0
27	50	39	40	17	10200	5	0	0
28	52	41	42	152	20982	28	2550	5
29	53	43	44	98	36435	28	1020	2
30	54	45	46	86	0	0	0	0
31	57	47	41	61	0	0	0	0
32	58	48	44	119	17112	13	510	1
33	59	49	50	107	7920	13	1020	2
34	60	46	51	63	0	0	0	0
35	61	52	47	166	24353	48	2958	7
36	62	51	53	23	0	0	0	0
37	63	54	55	79	0	0	0	0
38	64	42	56	93	408	1	0	0
39	65	57	58	140	27191	48	3616	13
40	66	59	48	90	9013	6	1020	2
41	67	60	61	226	3536	10	510	1
42	68	53	62	84	16813	20	1122	4
43	69	58	52	153	24892	35	3264	7
44	70	44	57	111	16747	22	2040	4
45	71	63	64	69	0	0	0	0
46	72	64	54	6	0	0	0	0
47	73	62	63	22	9095	8	1020	2
48	74	61	59	111	23484	42	3468	8
49	75	55	60	213	9458	20	2040	4
50	76	50	45	45	0	0	0	0
51	77	65	66	75	0	0	0	0
52	78	67	68	147	0	0	0	0
53	81	69	70	58	6120	6	0	0
54	82	71	72	55	29502	16	1020	2
55	83	73	72	62	25049	17	1530	3
56	84	74	75	19	27082	69	3733	12
57	85	72	74	57	2720	2	0	0
58	86	76	70	56	3825	5	0	0
59	87	75	76	9	0	0	0	0
60	89	77	69	194	2312	4	204	1
61	90	78	79	84	16567	22	1530	3
62	91	80	81	121	5603	26	306	6
63	92	82	83	47	7140	13	1122	4
64	93	84	85	98	15045	13	2040	4
65	94	86	87	105	0	0	0	0
66	95	88	89	6	0	0	0	0
67	100	90	91	244	27093	64	3803	13
68	101	92	90	40	0	0	0	0
69	102	93	94	51	1870	2	0	0
70	103	95	96	110	32001	43	2448	6
71	105	84	97	24	0	0	0	0
72	106	98	99	104	26069	31	1020	2
73	107	99	84	56	12689	6	510	1
74	108	100	99	71	0	0	0	0
75	109	101	102	108	14331	12	510	1
76	110	103	101	145	2023	8	2754	6
77	111	104	105	71	6807	21	1632	5
78	112	104	106	98	5039	17	306	6
79	113	106	107	88	9467	26	1020	11
80	114	108	104	67	32568	19	1530	3
81	115	109	107	257	17801	77	1173	23
82	116	110	111	97	16538	9	1020	2
83	117	112	110	96	21964	29	2346	7
84	118	113	114	150	16728	20	1428	4
85	119	114	115	85	12444	11	1530	3
86	121	117	116	28	0	0	0	0
87	122	118	117	93	13495	9	1530	3
88	123	119	120	122	0	0	0	0
89	124	121	120	107	26118	21	816	4
90	125	122	123	111	1852	11	153	3
91	126	123	124	91	4818	8	561	2
92	127	125	123	128	3638	13	51	1
93	128	123	126	74	2273	10	204	4
94	129	126	127	85	1036	8	102	2
95	130	128	129	115	0	0	0	0
96	131	130	128	72	1785	7	4202	9
97	132	131	132	182	6073	37	2193	16
98	133	131	133	22	0	0	0	0
99	134	134	135	26	0	0	0	0
100	135	136	137	40	0	0	0	0
101	136	138	134	97	2128	12	153	3
102	137	135	136	102	1873	12	204	4
103	138	139	140	228	11579	65	2958	22
104	139	141	142	197	9208	24	4080	4
105	140	143	144	56	17760	30	1938	8
106	142	91	145	11	0	0	0	0
107	143	146	147	133	26091	29	2244	5
108	144	67	66	63	0	0	0	0
109	145	66	148	43	10652	26	1020	2
110	146	149	96	30	0	0	0	0
111	147	65	150	66	0	0	0	0
112	148	151	152	72	0	0	0	0
113	149	153	154	16	0	0	0	0
114	150	155	156	47	0	0	0	0
115	151	149	157	93	25872	36	2346	7
116	152	158	143	20	5712	7	0	0
117	153	145	159	92	15164	16	1530	3
118	154	152	160	88	10540	11	918	3
119	155	156	154	56	0	0	0	0
120	156	151	161	9	0	0	0	0
121	157	159	158	81	4284	4	204	1
122	158	162	146	143	24034	37	3468	8
123	159	162	144	34	0	0	0	0
124	160	155	157	16	0	0	0	0
125	161	153	161	53	0	0	0	0
126	162	160	91	65	0	0	0	0
127	163	96	150	15	0	0	0	0
128	164	163	164	91	3332	5	510	1
129	165	165	166	121	10472	7	510	1
130	166	166	163	94	2312	4	510	1
131	167	167	165	104	8704	12	714	2
132	170	164	168	101	13396	15	1224	3
133	172	169	168	144	6834	7	714	2
134	173	170	171	83	2312	3	204	1
135	174	145	36	154	21332	30	1734	7
136	175	37	172	118	3162	3	51	1
137	176	172	80	71	862	4	51	1
138	177	171	169	57	8896	9	408	2
139	178	173	170	204	19062	21	1938	5
140	179	80	173	139	10608	13	918	3
141	180	174	168	480	0	0	0	0
142	183	175	176	49	8432	6	1020	2
143	188	179	180	17	0	0	0	0
144	189	181	177	77	9235	32	2754	6
145	190	182	183	125	8445	16	3573	10
146	191	182	179	21	0	0	0	0
147	192	177	179	60	7346	24	2040	4
148	193	183	184	70	16918	10	1020	2
149	194	185	186	175	24084	53	4947	22
150	195	187	188	37	437	3	51	1
151	196	189	190	176	7652	43	765	15
152	197	190	140	157	11869	42	1632	14
153	198	191	192	69	2040	10	255	5
154	199	193	194	219	23994	27	1020	2
155	200	195	196	10	0	0	0	0
156	201	196	194	170	9598	11	3919	11
157	203	197	198	84	15155	23	1530	3
158	204	199	200	96	3051	24	306	6
159	205	201	202	76	17060	13	1020	2
160	206	200	201	26	0	0	0	0
161	207	162	203	60	18513	23	2244	5
162	208	203	204	90	4760	8	612	3
163	209	205	206	31	0	0	0	0
164	211	207	208	56	16600	20	2040	4
165	212	209	207	56	0	0	0	0
166	213	208	210	48	765	3	2040	4
167	215	211	212	188	7402	44	867	17
168	216	213	212	13	0	0	0	0
169	217	214	215	112	3225	24	306	6
170	218	216	217	207	19806	31	3060	6
171	219	217	218	98	13090	10	1020	2
172	220	216	219	79	0	0	0	0
173	221	220	221	76	13260	11	1020	2
174	222	222	223	238	28567	51	1581	13
175	223	224	225	112	0	0	0	0
176	224	226	227	133	29931	35	3514	11
177	225	228	38	356	25443	128	1150	42
178	226	229	230	22	1020	1	0	0
179	227	230	231	162	13511	12	4284	5
180	230	232	233	180	4250	10	3774	8
181	231	234	235	23	466	4	51	1
182	232	236	234	105	2524	18	255	5
183	233	237	238	213	20695	96	3243	28
184	234	239	240	79	4908	32	539	11
185	235	241	242	46	2668	16	306	6
186	236	243	244	213	11533	37	1275	13
187	237	245	246	273	25752	87	3999	19
188	238	247	50	183	20193	31	1836	6
189	239	248	249	86	9350	8	1530	3
190	240	250	248	66	16513	12	510	1
191	241	251	252	16	0	0	0	0
192	242	252	129	102	765	3	1020	2
193	244	253	254	142	30779	21	6120	6
194	245	255	256	131	12597	23	1071	9
195	246	257	258	129	8580	22	1173	5
196	247	32	259	19	466	4	51	1
197	248	260	30	57	510	2	51	1
198	249	261	30	108	1020	4	4080	4
199	250	262	263	120	5991	23	845	8
200	251	264	265	105	32640	27	3060	6
201	252	45	266	27	0	0	0	0
202	253	184	266	129	17517	24	2550	5
203	254	267	264	117	14288	9	1428	3
204	255	265	181	28	0	0	0	0
205	256	268	269	132	22337	29	3111	7
206	257	270	271	32	0	0	0	0
207	258	272	273	51	0	0	0	0
208	259	272	269	24	0	0	0	0
209	260	274	275	112	19431	23	2142	6
210	261	275	166	75	2244	3	204	1
211	262	276	277	76	29390	14	1020	2
212	263	278	268	46	0	0	0	0
213	264	273	270	60	7276	9	204	1
214	265	271	276	70	0	0	0	0
215	266	277	274	95	5712	9	714	2
216	267	161	279	228	24162	58	4092	13
217	268	279	278	116	25322	34	2448	6
218	269	280	281	36	0	0	0	0
219	270	282	283	35	0	0	0	0
220	271	284	285	35	13838	18	1275	4
221	273	286	174	25	12767	9	1020	2
222	274	71	103	21	0	0	0	0
223	275	287	288	57	0	0	0	0
224	276	289	290	67	0	0	0	0
225	277	108	283	44	6052	7	204	1
226	278	147	267	92	0	0	0	0
227	279	291	280	39	4420	4	0	0
228	280	292	290	7	0	0	0	0
229	281	281	284	29	3668	11	204	1
230	282	293	291	113	15470	10	1020	2
231	283	294	103	69	0	0	0	0
232	284	71	295	55	0	0	0	0
233	285	295	289	74	23304	28	2244	5
234	286	267	118	112	15065	12	1020	2
235	287	285	286	26	0	0	0	0
236	288	294	288	13	0	0	0	0
237	289	292	293	82	0	0	0	0
238	290	282	287	74	8840	7	510	1
239	291	118	108	59	16014	13	1020	2
240	294	277	297	81	21868	28	1836	6
241	295	297	298	35	2414	6	255	2
242	297	299	296	40	0	0	0	0
243	298	300	301	36	0	0	0	0
244	299	297	82	59	18722	22	1275	4
245	300	301	277	101	10710	7	1020	2
246	301	82	171	145	10421	10	714	2
247	302	299	300	100	0	0	0	0
248	303	302	303	64	3400	2	0	0
249	304	304	305	59	0	0	0	0
250	305	306	307	35	5168	5	510	1
251	306	302	304	34	0	0	0	0
252	307	305	173	185	0	0	0	0
253	308	308	173	88	13637	12	1938	5
254	309	272	307	101	16558	26	2040	4
255	310	309	310	120	18175	37	2397	11
256	311	311	312	109	2320	16	255	5
257	312	313	314	122	3552	14	357	4
258	313	315	316	120	9512	28	3060	6
259	314	317	318	116	7215	35	816	16
260	315	319	320	118	15751	19	1938	5
261	316	321	319	226	37038	85	4490	28
262	317	322	321	65	1805	12	153	3
263	318	323	324	203	18606	110	2303	39
264	319	324	322	252	11439	70	1071	21
265	320	325	326	254	23640	36	3556	18
266	322	327	328	105	23172	26	2550	5
267	323	329	330	109	9299	10	2040	4
268	324	331	332	109	18974	29	3060	6
269	325	333	334	53	28648	22	2244	5
270	326	335	336	76	6664	10	1020	2
271	327	337	338	77	10710	7	510	1
272	328	339	340	225	21920	40	3816	18
273	329	294	341	242	8690	25	7585	16
274	330	51	342	86	4318	4	510	1
