ProblemType:	MC-CARP
NumberNodes:	186
NumberEdges:	261
DepotNodeNumber:	90
NumberOfFractions:	4
NumberOfIntervalsForFraction	Paper	1	14
NumberOfIntervalsForFraction	Glass	1	14
NumberOfIntervalsForFraction	Plastic	1	14
NumberOfIntervalsForFraction	Metal	1	14
GRAPH
EdgeNumber	EdgeId	StartNodeNumber	EndNodeNumber	Cost	Demand_0	Bins_0
	Demand_1	Bins_1
	Demand_2	Bins_2
	Demand_3	Bins_3
START
0	11	3	4	54	0	0	0	0	0	0	0	0
1	12	5	6	204	2040	4	0	0	680	3	340	2
2	13	5	7	10	0	0	0	0	0	0	0	0
3	14	7	4	10	0	0	0	0	0	0	0	0
4	18	4	5	18	0	0	0	0	0	0	0	0
5	25	8	9	55	3570	7	0	0	1275	5	1020	5
6	26	10	8	50	0	0	0	0	0	0	0	0
7	28	11	12	99	2040	4	0	0	340	1	340	1
8	29	12	13	35	1020	2	1246	1	0	0	0	0
9	94	16	17	105	0	0	0	0	0	0	0	0
10	132	18	19	182	2193	16	0	0	391	6	446	5
11	133	18	20	22	0	0	0	0	0	0	0	0
12	134	21	22	26	0	0	0	0	0	0	0	0
13	135	23	24	40	0	0	0	0	0	0	0	0
14	136	25	21	97	153	3	0	0	110	3	80	2
15	137	22	23	102	204	4	0	0	80	2	59	2
16	203	26	27	84	1530	3	0	0	765	3	510	2
17	204	28	29	96	306	6	0	0	221	6	178	6
18	205	30	31	76	1020	2	0	0	255	1	425	2
19	206	29	30	26	0	0	0	0	0	0	0	0
20	211	32	33	56	2040	4	0	0	510	2	510	2
21	212	34	32	56	0	0	0	0	0	0	0	0
22	213	33	35	48	2040	4	0	0	510	2	255	1
23	215	36	37	188	867	17	0	0	148	5	148	5
24	216	38	37	13	0	0	0	0	0	0	0	0
25	217	39	40	112	306	6	0	0	148	5	119	4
26	218	41	42	207	3060	6	3003	2	510	2	765	3
27	219	42	43	98	1020	2	0	0	510	2	340	2
28	220	41	44	79	0	0	0	0	0	0	0	0
29	221	45	46	76	1020	2	0	0	680	3	340	2
30	222	47	48	238	1581	13	1870	1	794	9	505	7
31	223	49	50	112	0	0	0	0	0	0	0	0
32	224	51	52	133	3514	11	0	0	1700	6	1360	7
33	225	53	14	356	1150	42	0	0	556	18	446	15
34	226	54	55	22	0	0	0	0	0	0	0	0
