ProblemType:	MC-CARP
NumberNodes:	3698
NumberEdges:	4187
DepotNodeNumber:	221
NumberOfFractions:	3
NumberOfIntervalsForFraction	General_Organic	1	14
NumberOfIntervalsForFraction	Glass_Metal_Plastic	1	14
NumberOfIntervalsForFraction	Paper	1	14
GRAPH
EdgeNumber	EdgeId	StartNodeNumber	EndNodeNumber	Cost	Demand_0	Bins_0
	Demand_1	Bins_1
	Demand_2	Bins_2
START
0	21	0	1	86	151	1	53	1	102	1
1	29	2	3	109	372	3	130	3	306	3
2	30	3	4	62	143	2	44	2	161	2
3	33	5	6	94	227	2	71	2	102	1
4	35	7	8	277	0	0	0	0	0	0
5	36	7	9	113	0	0	0	0	0	0
6	37	10	11	98	0	0	0	0	0	0
7	102	12	13	64	0	0	0	0	0	0
8	103	14	15	128	1626	9	594	9	714	7
9	104	15	16	54	857	6	265	6	612	6
10	130	17	18	101	236	3	70	3	204	2
11	131	19	20	30	89	1	30	1	102	1
12	132	21	22	83	143	2	44	2	204	2
13	133	23	24	135	151	1	53	1	0	0
14	138	25	26	22	1420	17	391	17	510	2
15	141	27	28	241	162	1	42	1	102	1
16	142	28	29	18	0	0	0	0	0	0
17	143	30	31	119	0	0	0	0	0	0
18	146	32	33	65	598	7	193	7	518	4
19	147	34	35	27	248	1	92	1	102	1
20	148	35	36	10	0	0	0	0	0	0
21	149	37	38	10	71	1	23	1	0	0
22	154	41	42	39	1943	4	811	4	612	3
23	155	43	44	10	141	2	46	2	0	0
24	156	44	45	37	70	1	24	1	765	3
25	164	33	46	30	145	2	42	2	0	0
26	165	46	47	17	147	2	40	2	0	0
27	166	48	49	98	1427	7	460	7	467	5
28	167	49	50	19	0	0	0	0	0	0
29	168	51	52	12	0	0	0	0	0	0
30	169	52	53	33	155	1	49	1	102	1
31	172	54	55	131	1244	7	507	7	629	7
32	173	55	56	9	0	0	0	0	0	0
33	174	56	57	16	162	1	42	1	102	1
34	175	57	58	77	2353	12	826	12	1181	12
35	181	59	60	454	163	1	41	1	102	1
36	182	61	62	233	0	0	0	0	0	0
37	183	63	64	87	0	0	0	0	0	0
38	184	64	65	950	984	11	386	11	918	9
39	187	66	67	15	250	1	90	1	0	0
40	188	67	68	55	149	1	55	1	0	0
41	189	69	70	42	406	3	121	3	306	3
42	191	71	72	53	421	3	141	3	0	0
43	192	72	73	5	148	1	56	1	0	0
44	193	74	75	107	0	0	0	0	0	0
45	195	76	77	716	71	1	23	1	102	1
46	198	77	79	172	73	1	21	1	59	1
47	199	79	80	114	312	1	96	1	102	1
48	200	39	81	143	1420	10	467	10	850	10
49	295	82	83	200	76	1	18	1	102	1
50	302	43	84	64	2243	3	817	3	102	1
51	303	85	86	6	0	0	0	0	0	0
52	304	86	87	9	140	2	47	2	0	0
53	305	26	88	48	279	4	96	4	510	2
54	306	88	36	24	285	4	89	4	0	0
55	307	89	90	7	0	0	0	0	0	0
56	308	90	91	32	140	2	47	2	0	0
57	309	91	92	6	0	0	0	0	0	0
58	310	92	37	34	335	5	133	5	0	0
59	311	93	94	226	0	0	0	0	0	0
60	312	94	95	172	458	2	154	2	612	2
61	316	96	97	136	326	3	99	3	0	0
62	334	99	100	62	0	0	0	0	0	0
63	335	100	101	239	160	1	44	1	102	1
64	336	102	103	624	0	0	0	0	0	0
65	338	84	104	17	506	1	174	1	255	1
66	339	104	41	54	1399	4	514	4	612	3
67	342	105	106	48	317	2	91	2	161	2
68	343	107	108	83	0	0	0	0	0	0
69	347	109	110	527	0	0	0	0	0	0
70	349	111	112	20	0	0	0	0	0	0
71	350	112	113	25	94	1	25	1	102	1
72	351	114	115	65	296	2	96	2	59	1
73	352	115	116	49	74	1	20	1	0	0
74	358	117	118	88	151	1	53	1	102	1
75	359	119	120	40	159	1	45	1	102	1
76	360	121	122	549	151	1	53	1	59	1
77	361	123	124	100	149	1	55	1	59	1
78	367	125	126	728	147	2	40	2	204	2
79	369	127	128	131	298	2	110	2	204	2
80	370	129	130	172	0	0	0	0	0	0
81	378	131	132	271	95	1	24	1	102	1
82	379	133	134	75	235	2	63	2	204	2
83	380	135	136	208	73	1	21	1	102	1
84	381	130	137	84	76	1	18	1	102	1
85	382	138	139	280	74	1	20	1	102	1
86	385	140	141	29	0	0	0	0	0	0
87	413	142	143	112	150	1	54	1	102	1
88	421	144	145	18	0	0	0	0	0	0
89	422	145	146	56	142	2	45	2	102	1
90	427	147	148	179	1639	10	462	10	875	9
91	428	149	150	28	315	2	93	2	204	2
92	429	151	152	140	605	6	177	6	612	6
93	430	153	154	160	685	6	233	6	612	6
94	431	155	156	291	321	2	87	2	204	2
95	432	157	158	29	362	3	106	3	0	0
96	433	158	159	139	1184	8	339	8	0	0
97	434	160	161	24	350	3	101	3	306	3
98	435	161	162	44	93	1	26	1	102	1
99	436	163	164	52	315	1	93	1	59	1
100	437	164	165	56	370	2	132	2	161	2
101	438	166	167	46	93	1	26	1	102	1
102	439	167	163	50	158	2	55	2	204	2
103	440	168	169	15	72	1	22	1	102	1
104	441	169	170	26	324	1	84	1	102	1
105	442	171	172	34	237	2	86	2	161	2
106	443	172	168	20	75	1	19	1	59	1
107	444	173	174	172	519	6	212	6	510	5
108	445	175	176	131	3688	7	1072	7	765	3
109	446	177	178	240	279	2	95	2	0	0
110	455	179	180	144	96	1	23	1	0	0
111	456	181	182	77	152	1	36	1	102	1
112	457	183	184	261	247	1	93	1	102	1
