ProblemType:	MC-CARP
NumberNodes:	11656
NumberEdges:	12691
DepotNodeNumber:	8121
NumberOfFractions:	4
NumberOfIntervalsForFraction	Paper	1	14
NumberOfIntervalsForFraction	Glass	1	14
NumberOfIntervalsForFraction	Plastic	1	14
NumberOfIntervalsForFraction	Metal	1	14
GRAPH
EdgeNumber	EdgeId	StartNodeNumber	EndNodeNumber	Cost	Demand_0	Bins_0
	Demand_1	Bins_1
	Demand_2	Bins_2
	Demand_3	Bins_3
START
0	0	0	1	77	0	0	0	0	0	0	0	0
1	2	2	3	39	0	0	2	1	21	1	9	1
2	3	1	4	22	0	0	0	0	0	0	0	0
3	4	5	6	81	0	0	2	1	22	1	9	1
4	5	7	5	8	0	0	0	0	0	0	0	0
5	7	9	10	55	0	0	0	0	0	0	0	0
6	10	11	12	67	0	0	0	0	0	0	0	0
7	11	12	13	44	0	0	0	0	0	0	0	0
8	12	14	15	95	0	0	0	0	0	0	0	0
9	13	15	16	42	0	0	0	0	0	0	0	0
10	14	17	18	141	0	0	0	0	0	0	0	0
11	16	14	19	17	0	0	0	0	0	0	0	0
12	17	19	20	27	59	1	3	1	28	1	11	1
13	18	21	22	13	0	0	0	0	0	0	0	0
14	19	23	24	223	0	0	0	0	0	0	0	0
15	20	23	25	457	0	0	8	3	47	3	22	3
16	21	25	26	515	0	0	38	4	261	4	116	4
17	22	27	28	1567	51	1	11	2	68	2	33	2
18	24	29	30	325	51	1	6	2	47	2	18	2
19	26	30	31	225	0	0	0	0	0	0	0	0
20	27	32	33	35	0	0	0	0	0	0	0	0
21	32	37	38	593	0	0	0	0	0	0	0	0
22	35	39	40	533	0	0	2	1	24	1	10	1
23	38	42	43	28	0	0	2	1	25	1	10	1
24	39	43	44	107	51	1	5	2	57	2	17	2
25	40	45	46	418	51	1	14	4	139	4	48	4
26	41	46	47	106	51	1	18	5	115	5	48	5
27	43	48	49	64	0	0	2	1	22	1	9	1
28	46	50	51	296	0	0	0	0	0	0	0	0
29	48	52	53	595	0	0	0	0	0	0	0	0
30	49	52	50	13	0	0	0	0	0	0	0	0
31	51	54	55	266	59	1	2	1	20	1	10	1
32	52	50	56	424	0	0	0	0	0	0	0	0
33	53	57	58	202	0	0	0	0	0	0	0	0
34	56	59	60	31	119	2	6	2	55	2	20	2
35	57	61	62	30	0	0	0	0	0	0	0	0
36	62	63	64	67	289	3	15	4	139	4	47	4
37	63	64	65	14	59	1	2	1	21	1	10	1
38	64	66	67	110	327	1	25	1	210	1	73	1
39	65	68	69	31	59	1	3	1	29	1	11	1
40	66	69	70	15	0	0	0	0	0	0	0	0
41	67	71	72	291	2435	18	263	45	1691	45	744	45
42	68	72	73	63	280	1	44	5	392	5	127	5
43	69	74	75	284	0	0	0	0	0	0	0	0
44	71	76	77	24	0	0	0	0	0	0	0	0
45	76	78	79	142	561	2	61	2	464	2	185	2
46	78	80	81	293	0	0	2	1	31	1	8	1
47	79	81	82	117	0	0	2	1	30	1	10	1
48	80	83	84	127	51	1	1	1	15	1	5	1
49	81	85	86	255	0	0	1	1	20	1	7	1
50	82	86	87	497	0	0	9	3	65	3	27	3
51	83	84	88	159	0	0	0	0	0	0	0	0
52	85	89	90	631	0	0	0	0	0	0	0	0
53	86	91	92	25	0	0	0	0	0	0	0	0
54	87	92	93	51	0	0	7	1	44	1	23	1
55	88	94	95	7	0	0	0	0	0	0	0	0
56	92	96	97	55	0	0	0	0	0	0	0	0
57	93	96	98	130	0	0	0	0	0	0	0	0
58	94	99	98	18	0	0	0	0	0	0	0	0
59	95	100	101	142	0	0	0	0	0	0	0	0
60	96	99	100	12	0	0	0	0	0	0	0	0
61	97	102	103	133	0	0	0	0	0	0	0	0
62	98	103	104	172	59	1	10	3	76	3	31	3
63	99	105	106	38	773	13	9	3	68	3	33	3
64	100	107	108	299	0	0	7	1	49	1	20	1
65	101	109	107	224	0	0	0	0	0	0	0	0
66	103	110	109	101	0	0	0	0	0	0	0	0
67	105	111	112	166	1774	11	184	6	1467	6	555	6
68	107	113	114	34	238	4	18	4	162	4	48	4
69	108	115	116	44	119	2	6	2	42	2	20	2
70	109	117	115	87	178	3	10	3	73	3	28	3
71	111	118	119	68	297	5	20	6	183	6	67	6
72	112	120	121	65	654	11	73	19	464	19	182	19
73	113	122	123	126	497	8	32	9	206	9	102	9
74	114	124	125	105	357	6	34	8	199	8	84	8
75	115	126	127	44	319	5	21	6	160	6	66	6
76	116	128	129	41	178	3	10	3	83	3	29	3
77	117	130	126	39	178	3	11	3	106	3	29	3
78	118	131	132	140	119	2	20	5	173	5	54	5
79	119	133	134	91	178	3	10	3	84	3	33	3
80	120	135	136	51	178	3	12	3	87	3	36	3
81	121	137	138	37	238	4	15	4	117	4	47	4
82	122	139	140	25	561	2	49	2	402	2	153	2
83	123	141	142	16	0	0	0	0	0	0	0	0
84	126	143	144	31	0	0	2	1	25	1	10	1
85	127	145	146	38	0	0	122	5	843	5	386	5
86	132	147	148	23	0	0	0	0	0	0	0	0
87	135	151	152	114	119	2	6	2	43	2	18	2
88	138	153	154	20	0	0	0	0	0	0	0	0
89	139	155	156	59	327	1	15	1	133	1	39	1
90	140	157	158	104	476	8	31	8	278	8	90	8
91	141	159	160	36	0	0	0	0	0	0	0	0
92	144	160	161	28	1309	4	152	6	1043	6	420	6
93	146	162	163	126	1993	14	273	5	2143	5	880	5
94	147	163	164	61	0	0	0	0	0	0	0	0
95	149	165	166	11	0	0	11	3	113	3	38	3
96	150	166	167	103	535	9	43	9	358	9	127	9
97	151	168	169	1363	0	0	0	0	0	0	0	0
98	152	170	171	368	0	0	3	1	32	1	11	1
99	153	172	173	198	0	0	1	1	19	1	7	1
100	155	174	175	185	51	1	2	1	23	1	9	1
101	158	176	177	664	0	0	2	1	28	1	8	1
102	159	178	179	242	0	0	2	1	30	1	10	1
103	160	179	180	108	0	0	0	0	0	0	0	0
104	161	180	181	164	0	0	0	0	0	0	0	0
105	162	182	180	79	51	1	2	1	29	1	9	1
106	163	183	184	81	356	6	35	7	316	7	90	7
107	164	185	186	38	238	4	14	4	139	4	46	4
108	165	187	188	37	119	2	6	2	47	2	22	2
109	166	188	189	15	0	0	0	0	0	0	0	0
